PERIODO,MES,AGENCIA,SERVICIO HOSPEDAJE,VENTAS HOSPEDAJE EN MILES DE PESOS,SERVICIOS AEREOS,VENTAS AEREOS EN MILES DE PESOS,SERVICIOS TERRESTRE,VENTAS TERRESTRE EN MILES DE PESOS,SERVICIOS EXCURSIONES,VENTAS EXCURSIONES EN MILES DE PESOS,SERVICIOS PAQUETES PROPIOS,VENTAS PAQUETES PROPIOS EN MILES DE PESOS,SERVICIOS PAQUETES NO PROPIOS,VENTAS PAQUETES NO PROPIOS EN MILES DE PESOS,SERVICIOS TURISMO DE NEGOCIOS,VENTAS TURISMO DE NEGOCIOS EN MILES DE PESOS,SERVICIOS BALNEARIO Y O PARQUES RECREATIVOS,VENTAS BALNEARIO Y O PARQUES RECREATIVOS EN MILES DE PESOS
2017,JULIO DICIEMBRE,TAMPICO TAMAULIPAS,0,0,6,194.55,4,1.85,0,0,0,0,15,92.14,0,0,0,0
2017,JULIO DICIEMBRE,TLAXCALA TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JULIO DICIEMBRE,JALAPA VERACRUZ,0,0,2,83.25,0,0,0,0,0,0,1,3.98,0,0,0,0
2017,JULIO DICIEMBRE,MERIDA YUCATAN,0,0,5,622.87,0,0,0,0,0,0,0,0,0,0,0,0
2017,JULIO DICIEMBRE,ZACATECAS ZACATECAS,0,0,7,140.49,62,839.28,0,0,0,0,88,579.25,0,0,0,0
2018,ENERO JUNIO,REFORMA,815,3285.37,2179,103454.25,4495,75363.65,0,0.00,2354,2003.30,697,55146.43,9,21009.27,110,39.93
2018,ENERO JUNIO,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,98,241.39,12,101.56,0,0.00,0,0.00,53,18.54,119,2453.49,0,0.00,0,0.00
2018,ENERO JUNIO,SAN FERNANDO,232,583.01,25,196.05,0,0.00,0,0.00,92,88.33,65,942.50,0,0.00,0,0.00
2018,ENERO JUNIO,CONSEJO DE LA  JUDICATURA,32,89.54,2,19.96,0,0.00,0,0.00,2,0.49,6,27.54,0,0.00,32,10.60
2018,ENERO JUNIO,AGUASCALIENTES AGUASCALIENTES,0,0.00,65,431.51,5,1.67,0,0.00,0,0.00,541,6705.26,0,0.00,0,0.00
2018,ENERO JUNIO,MEXICALI BAJA CALIFORNIA,0,0.00,31,301.03,12,3.87,0,0.00,0,0.00,12,614.46,0,0.00,0,0.00
2018,ENERO JUNIO,LA PAZ BAJA CALIFORMIA SUR,0,0.00,60,348.29,0,0.00,0,0.00,0,0.00,2,2.20,0,0.00,0,0.00
2018,ENERO JUNIO,CAMPECHE CAMPECHE,13,9.26,16,116.02,0,0.00,0,0.00,38,70.37,41,386.38,0,0.00,0,0.00
2018,ENERO JUNIO,SALTILLO COAHUILA,41,147.37,3,58.90,2,40.75,0,0.00,0,0.00,68,246.63,0,0.00,0,0.00
2018,ENERO JUNIO,COLIMA COLIMA,0,0.00,117,355.14,15,8.97,0,0.00,0,0.00,16,74.75,0,0.00,0,0.00
2018,ENERO JUNIO,TUXTLA GUTIERREZ CHIAPAS,3,8.32,11,38.33,0,0.00,0,0.00,36,152.83,4,104.32,0,0.00,0,0.00
2018,ENERO JUNIO,CHIHUAHUA CHIHUAHUA,6,11.25,18,41.44,43,28.59,0,0.00,0,0.00,4,191.66,0,0.00,0,0.00
2018,ENERO JUNIO,DURANGO DURANGO,0,0.00,24,183.25,379,128.96,0,0.00,0,0.00,54,330.78,0,0.00,0,0.00
2018,ENERO JUNIO,CELAYA GUANAJUATO,7,6.27,0,0.00,61,32.27,0,0.00,0,0.00,3,25.20,0,0.00,0,0.00
2018,ENERO JUNIO,ACAPULCO GUERRERO,55,43.18,10,31.04,2,33.97,0,0.00,0,0.00,18,171.83,0,0.00,0,0.00
2018,ENERO JUNIO,PACHUCA HIDALGO,24,59.41,0,0.00,0,0.00,0,0.00,540,1249.78,4,92.15,0,0.00,0,0.00
2018,ENERO JUNIO,GUADALAJARA JALISCO,0,0.00,4,19.77,15,56.06,0,0.00,0,0.00,27,131.92,0,0.00,0,0.00
2018,ENERO JUNIO,TOLUCA ESTADO MEXICO,126,350.88,10,149.55,0,0.00,0,0.00,60,333.00,112,3467.36,0,0.00,0,0.00
2018,ENERO JUNIO,MORELIA MICHOACAN,0,0.00,0,0.00,21,5.80,0,0.00,1,22.28,7,62.27,0,0.00,0,0.00
2018,ENERO JUNIO,CUERNAVACA MORELOS,418,832.23,0,0.00,0,0.00,0,0.00,323,960.61,19,224.14,0,0.00,0,0.00
2018,ENERO JUNIO,TEPIC NAYARIT,4,13.38,2,21.65,17,29.41,0,0.00,0,0.00,6,54.53,0,0.00,0,0.00
2018,ENERO JUNIO,MONTERREY NUEVO LEON,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,ENERO JUNIO,OAXACA OAXACA,10,56.26,2,31.19,0,0.00,0,0.00,47,256.49,12,258.40,0,0.00,0,0.00
2018,ENERO JUNIO,PUEBLA PUEBLA,21,52.08,5,24.27,1,0.51,0,0.00,6,652.66,22,740.28,0,0.00,0,0.00
2018,ENERO JUNIO,QUERETARO QUERETARO,0,0.00,0,0.00,100,36.77,0,0.00,0,0.00,11,99.69,0,0.00,0,0.00
2018,ENERO JUNIO,CHETUMAL QUINTANA ROO,10,13.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,ENERO JUNIO,SAN LUS POTOSI SAN LUIS POTOSI,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,ENERO JUNIO,CULIACAN SINALOA,1,3.42,4,16.11,2,20.75,0,0.00,0,0.00,8,402.44,0,0.00,0,0.00
2018,ENERO JUNIO,HERMOSILLO SONORA,3,7.08,25,669.46,11,43.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,ENERO JUNIO,VILLAHERMOSA TABASCO,1,3.41,7,27.65,0,0.00,0,0.00,10,33.05,14,261.42,0,0.00,0,0.00
2018,ENERO JUNIO,TAMPICO TAMAULIPAS,2,2.14,0,29.87,3,1.17,0,0.00,0,0.00,1,15.96,0,0.00,0,0.00
2018,ENERO JUNIO,TLAXCALA TLAXCALA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,ENERO JUNIO,JALAPA VERACRUZ,0,0.00,1,2.87,0,0.00,0,0.00,0,0.00,1,12.28,0,0.00,0,0.00
2018,ENERO JUNIO,MERIDA YUCATAN,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,ENERO JUNIO,ZACATECAS ZACATECAS,0,0.00,1,7.58,54,111.95,0,0.00,0,0.00,87,727.94,0,0.00,0,0.00
2018,JULIO DICIEMBRE,REFORMA,787,8040.67,1335,75755.90,16181,123628.01,0,0.00,2531,2393.54,799,10995.42,3.00,60.62,377,96.82
2018,JULIO DICIEMBRE,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,58,214.70,3,43.54,0,0.00,0,0.00,148,100.62,86,756.13,0,0.00,0,0.00
2018,JULIO DICIEMBRE,SAN FERNANDO,195,544.05,18,79.11,0,0.00,0,0.00,93,79.45,67,879.70,0,0.00,0,0.00
2018,JULIO DICIEMBRE,CONSEJO DE LA  JUDICATURA,15,40.98,0,0.00,0,0.00,0,0.00,35,11.63,8,49.56,0,0.00,92,29.59
2018,JULIO DICIEMBRE,AGUASCALIENTES AGUASCALIENTES,4,90.33,53,361.96,9,5.35,0,0.00,0,0.00,392,4180.00,0,0.00,0,0.00
2018,JULIO DICIEMBRE,MEXICALI BAJA CALIFORNIA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,10.46,0,0.00,0,0.00
2018,JULIO DICIEMBRE,LA PAZ BAJA CALIFORMIA SUR,0,0.00,40,273.40,0,0.00,0,0.00,0,0.00,7,17.39,0,0.00,0,0.00
2018,JULIO DICIEMBRE,CAMPECHE CAMPECHE,3,1.52,12,33.65,0,0.00,0,0.00,35,46.76,3,90.67,0,0.00,0,0.00
2018,JULIO DICIEMBRE,SALTILLO COAHUILA,96,200.55,5,85.20,0,0.00,0,0.00,0,0.00,73,529.18,0,0.00,0,0.00
2018,JULIO DICIEMBRE,COLIMA COLIMA,0,0.00,63,330.12,26,14.39,0,0.00,0,0.00,19,642.59,0,0.00,0,0.00
2018,JULIO DICIEMBRE,TUXTLA GUTIERREZ CHIAPAS,12,20.05,1,2.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,JULIO DICIEMBRE,CHIHUAHUA CHIHUAHUA,2,3.52,7,18.72,24,17.20,0,0.00,0,0.00,17,303.61,0,0.00,0,0.00
2018,JULIO DICIEMBRE,DURANGO DURANGO,23,54.24,2,51.72,184,82.12,0,0.00,0,0.00,30,147.43,0,0.00,0,0.00
2018,JULIO DICIEMBRE,CELAYA GUANAJUATO,37,155.43,0,0.00,67,43.98,0,0.00,0,0.00,33,1252.98,0,0.00,0,0.00
2018,JULIO DICIEMBRE,ACAPULCO GUERRERO,18,18.58,4,54.15,0,0.00,0,0.00,0,0.00,8,226.19,0,0.00,0,0.00
2018,JULIO DICIEMBRE,PACHUCA HIDALGO,24,66.63,0,0.00,0,0.00,0,0.00,369,1224.22,4,62.76,0,0.00,0,0.00
2018,JULIO DICIEMBRE,GUADALAJARA JALISCO,0,0.00,12,21.60,28,21.41,0,0.00,0,0.00,25,89.70,0,0.00,0,0.00
2018,JULIO DICIEMBRE,TOLUCA ESTADO MEXICO,133,355.66,21,163.16,0,0.00,0,0.00,32,48.87,63,1837.42,0,0.00,0,0.00
2018,JULIO DICIEMBRE,MORELIA MICHOACAN,1,11.59,0,0.00,27,29.32,0,0.00,0,0.00,14,86.66,0,0.00,0,0.00
2018,JULIO DICIEMBRE,CUERNAVACA MORELOS,407,994.65,0,0.00,0,0.00,0,0.00,414,967.34,50,922.21,0,0.00,0,0.00
2018,JULIO DICIEMBRE,TEPIC NAYARIT,3,15.32,34,233.28,20,6.97,0,0.00,0,0.00,10,131.55,0,0.00,0,0.00
2018,JULIO DICIEMBRE,MONTERREY NUEVO LEON,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,JULIO DICIEMBRE,OAXACA OAXACA,29,88.98,0,6.63,0,0.00,0,0.00,12,123.23,14,487.78,0,0.00,0,0.00
2018,JULIO DICIEMBRE,PUEBLA PUEBLA,63,241.43,16,129.68,0,0.00,0,0.00,4,461.53,18,889.46,0,0.00,0,0.00
2018,JULIO DICIEMBRE,QUERETARO QUERETARO,0,0.00,0,0.00,145,54.23,0,0.00,66,61.35,1,111.42,0,0.00,0,0.00
2018,JULIO DICIEMBRE,CHETUMAL QUINTANA ROO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,21.19,0,0.00,0,0.00
2018,JULIO DICIEMBRE,SAN LUS POTOSI SAN LUIS POTOSI,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,JULIO DICIEMBRE,CULIACAN SINALOA,0,0.00,4,12.79,0,0.00,0,0.00,0,0.00,6,51.38,0,0.00,0,0.00
2018,JULIO DICIEMBRE,HERMOSILLO SONORA,2,12.47,10,350.59,0,0.00,0,0.00,0,0.00,14,514.08,0,0.00,0,0.00
2018,JULIO DICIEMBRE,VILLAHERMOSA TABASCO,3,5.96,7,22.54,0,0.00,0,0.00,25,456.43,10,176.77,0,0.00,0,0.00
2018,JULIO DICIEMBRE,TAMPICO TAMAULIPAS,2,3.15,2,50.43,4,2.78,0,0.00,0,0.00,2,24.84,0,0.00,0,0.00
2018,JULIO DICIEMBRE,TLAXCALA TLAXCALA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,JULIO DICIEMBRE,JALAPA VERACRUZ,0,0.00,10,34.54,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,JULIO DICIEMBRE,MERIDA YUCATAN,0,0.00,11,52.61,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2018,JULIO DICIEMBRE,ZACATECAS ZACATECAS,0,0.00,0,0.00,14,12.11,0,0.00,0,0.00,134,893.98,0,0.00,0,0.00
2019,ENERO JUNIO,REFORMA,404,1264.28,239,1758.94,3544,18571.19,0,0.00,1404,1185.12,540,6053.33,0,0.00,189,42.24
2019,ENERO JUNIO,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,23,159.67,15,157.55,0,0.00,0,0.00,174,335.30,170,3139.46,0,0.00,0,0.00
2019,ENERO JUNIO,SAN FERNANDO,122,338.79,32,580.34,0,0.00,0,0.00,115,113.16,61,474.06,0,0.00,0,0.00
2019,ENERO JUNIO,CONSEJO DE LA  JUDICATURA,6,16.73,1,22.70,0,0.00,0,0.00,9,3.58,13,75.64,0,0.00,44,16.01
2019,ENERO JUNIO,AGUASCALIENTES AGUASCALIENTES,2,29.72,12,110.30,2,0.54,0,0.00,0,0.00,368,3963.73,0,0.00,0,0.00
2019,ENERO JUNIO,MEXICALI BAJA CALIFORNIA,0,0.00,5,11.67,0,0.00,0,0.00,0,0.00,11,218.12,0,0.00,0,0.00
2019,ENERO JUNIO,LA PAZ BAJA CALIFORMIA SUR,0,0.00,3,14.85,0,0.00,0,0.00,0,0.00,1,17.92,0,0.00,0,0.00
2019,ENERO JUNIO,CAMPECHE CAMPECHE,0,0.00,10,49.45,0,0.00,0,0.00,6,5.97,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,SALTILLO COAHUILA,2,2.45,5,20.92,0,0.00,0,0.00,0,0.00,106,395.49,0,0.00,0,0.00
2019,ENERO JUNIO,COLIMA COLIMA,0,0.00,20,97.66,9,8.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,TUXTLA GUTIERREZ CHIAPAS,0,0.00,31,95.57,0,0.00,0,0.00,1,0.40,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,CHIHUAHUA CHIHUAHUA,8,31.21,3,6.60,4,1.43,0,0.00,0,0.00,15,58.69,0,0.00,0,0.00
2019,ENERO JUNIO,DURANGO DURANGO,8,9.28,29,245.05,36,28.86,0,0.00,0,0.00,16,124.00,0,0.00,0,0.00
2019,ENERO JUNIO,CELAYA GUANAJUATO,0,0.00,0,0.00,42,23.71,0,0.00,0,0.00,1,12.31,0,0.00,0,0.00
2019,ENERO JUNIO,ACAPULCO GUERRERO,6,8.34,0,0.00,0,0.00,0,0.00,0,0.00,8,84.64,0,0.00,0,0.00
2019,ENERO JUNIO,PACHUCA HIDALGO,8,31.81,0,0.00,0,0.00,0,0.00,99,178.14,8,31.57,0,0.00,0,0.00
2019,ENERO JUNIO,GUADALAJARA JALISCO,0,0.00,0,0.00,5,2.14,0,0.00,0,0.00,18,86.53,0,0.00,0,0.00
2019,ENERO JUNIO,TOLUCA ESTADO MEXICO,40,135.11,20,151.78,0,0.00,0,0.00,0,0.00,48,2689.93,0,0.00,0,0.00
2019,ENERO JUNIO,MORELIA MICHOACAN,0,0.00,0,0.00,10,14.86,0,0.00,0,0.00,10,91.28,0,0.00,0,0.00
2019,ENERO JUNIO,CUERNAVACA MORELOS,159,325.46,0,0.00,0,0.00,0,0.00,124,257.34,14,57.08,0,0.00,0,0.00
2019,ENERO JUNIO,TEPIC NAYARIT,0,0.00,7,20.76,16,10.67,0,0.00,0,0.00,19,42.16,0,0.00,0,0.00
2019,ENERO JUNIO,MONTERREY NUEVO LEON,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,OAXACA OAXACA,6,23.00,0,0.00,0,0.00,0,0.00,0,0.00,13,472.57,0,0.00,0,0.00
2019,ENERO JUNIO,PUEBLA PUEBLA,10,22.79,0,29.13,0,0.00,0,0.00,3,298.23,25,315.55,0,0.00,0,0.00
2019,ENERO JUNIO,QUERETARO QUERETARO,0,0.00,0,0.00,75,35.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,CHETUMAL QUINTANA ROO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,SAN LUS POTOSI SAN LUIS POTOSI,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,CULIACAN SINALOA,0,0.00,4,11.31,0,0.00,0,0.00,0,0.00,10,97.50,0,0.00,0,0.00
2019,ENERO JUNIO,HERMOSILLO SONORA,0,0.00,3,32.57,1,80.51,0,0.00,0,0.00,5,65.87,0,0.00,0,0.00
2019,ENERO JUNIO,VILLAHERMOSA TABASCO,1,1.51,15,48.15,0,0.00,0,0.00,13,29.06,7,30.61,0,0.00,0,0.00
2019,ENERO JUNIO,TAMPICO TAMAULIPAS,0,0.00,12,98.49,1,0.29,0,0.00,0,0.00,2,3.20,0,0.00,0,0.00
2019,ENERO JUNIO,TLAXCALA TLAXCALA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,JALAPA VERACRUZ,0,0.00,2,8.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,MERIDA YUCATAN,0,0.00,8,25.23,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,ENERO JUNIO,ZACATECAS ZACATECAS,0,0.00,0,0.00,21,13.60,0,0.00,0,0.00,158,422.40,0,0.00,0,0.00
2019,JULIO DICIEMBRE,REFORMA,165,493.43,334,2337.75,282,6705.45,0,0.00,4287,3378.38,512,5068.24,0,0.00,1301,257.11
2019,JULIO DICIEMBRE,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,5,22.27,9,44.18,0,0.00,0,0.00,252,116.64,157,1347.28,0,0.00,0,0.00
2019,JULIO DICIEMBRE,SAN FERNANDO,31,90.89,20,128.42,0,0.00,0,0.00,373,271.21,68,453.21,0,0.00,0,0.00
2019,JULIO DICIEMBRE,CONSEJO DE LA  JUDICATURA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,AGUASCALIENTES AGUASCALIENTES,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,29,394.21,0,0.00,0,0.00
2019,JULIO DICIEMBRE,MEXICALI BAJA CALIFORNIA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,LA PAZ BAJA CALIFORMIA SUR,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.86,0,0.00,0,0.00
2019,JULIO DICIEMBRE,CAMPECHE CAMPECHE,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,SALTILLO COAHUILA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,6.83,0,0.00,0,0.00
2019,JULIO DICIEMBRE,COLIMA COLIMA,0,0.00,0,0.00,2,9.72,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,TUXTLA GUTIERREZ CHIAPAS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,CHIHUAHUA CHIHUAHUA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,DURANGO DURANGO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.25,0,0.00,0,0.00
2019,JULIO DICIEMBRE,CELAYA GUANAJUATO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.62,0,0.00,0,0.00
2019,JULIO DICIEMBRE,ACAPULCO GUERRERO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,9.24,0,0.00,0,0.00
2019,JULIO DICIEMBRE,PACHUCA HIDALGO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.37,0,0.00,0,0.00
2019,JULIO DICIEMBRE,GUADALAJARA JALISCO,0,0.00,0,0.00,1,0.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,TOLUCA ESTADO MEXICO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,506.31,0,0.00,0,0.00
2019,JULIO DICIEMBRE,MORELIA MICHOACAN,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,CUERNAVACA MORELOS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,TEPIC NAYARIT,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.23,0,0.00,0,0.00
2019,JULIO DICIEMBRE,MONTERREY NUEVO LEON,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,OAXACA OAXACA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,PUEBLA PUEBLA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,QUERETARO QUERETARO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,CHETUMAL QUINTANA ROO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,SAN LUS POTOSI SAN LUIS POTOSI,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,CULIACAN SINALOA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,HERMOSILLO SONORA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,VILLAHERMOSA TABASCO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,TAMPICO TAMAULIPAS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,TLAXCALA TLAXCALA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,JALAPA VERACRUZ,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,MERIDA YUCATAN,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2019,JULIO DICIEMBRE,ZACATECAS ZACATECAS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,90.94,0,0.00,0,0.00
2020,ENERO JUNIO,REFORMA,89,437.76,142,757.81,10,178.56,0,0.00,1032,1072.64,96,705.36,0,0.00,29,5.75
2020,ENERO JUNIO,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2,3.98,2,38.90,0,0.00,0,0.00,106,43.34,5,31.98,0,0.00,0,0.00
2020,ENERO JUNIO,SAN FERNANDO,23,116.78,9,29.00,0,0.00,0,0.00,73,34.72,14,119.51,0,0.00,0,0.00
2020,ENERO JUNIO,CONSEJO DE LA  JUDICATURA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,AGUASCALIENTES AGUASCALIENTES,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,MEXICALI BAJA CALIFORNIA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,LA PAZ BAJA CALIFORMIA SUR,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,CAMPECHE CAMPECHE,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,SALTILLO COAHUILA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.55,0,0.00,0,0.00
2020,ENERO JUNIO,COLIMA COLIMA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,TUXTLA GUTIERREZ CHIAPAS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,CHIHUAHUA CHIHUAHUA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,DURANGO DURANGO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,CELAYA GUANAJUATO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,ACAPULCO GUERRERO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,PACHUCA HIDALGO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,GUADALAJARA JALISCO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,TOLUCA ESTADO MEXICO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.22,0,0.00,0,0.00
2020,ENERO JUNIO,MORELIA MICHOACAN,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,CUERNAVACA MORELOS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,TEPIC NAYARIT,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,MONTERREY NUEVO LEON,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,OAXACA OAXACA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,PUEBLA PUEBLA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,QUERETARO QUERETARO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,CHETUMAL QUINTANA ROO,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,SAN LUS POTOSI SAN LUIS POTOSI,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2020,ENERO JUNIO,CULIACAN SINALOA,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
